Company Name,Raw Card Text
FIS,"FIS | Follow | 3.7 | (6.9k) | FinTech | Pune +63 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Job Security, Skill Development | To view salary insights | Select designation | 6.9k | Reviews | 38.7k | Salaries | 556 | Interviews | 138 | Jobs | 749 | Benefits | 17 | Photos"
Oracle,"Oracle | Follow | 3.3 | (6.9k) | Software Product | Bengaluru +61 other locations | Critically Rated For | Promotions, Salary, Job Security | To view salary insights | Select designation | 6.9k | Reviews | 66k | Salaries | 977 | Interviews | 23 | Jobs | 666 | Benefits | 39 | Photos"
Omega Healthcare,"Omega Healthcare | Follow | 3.7 | (6.8k) | BPO | Chennai +73 other locations | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 6.8k | Reviews | 28.8k | Salaries | 584 | Interviews | 137 | Jobs | 422 | Benefits | 32 | Photos"
JLL,"JLL | Follow | 4.1 | (6.9k) | Real Estate | Gurugram +93 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 6.9k | Reviews | 26.4k | Salaries | 516 | Interviews | 574 | Jobs | 586 | Benefits | 21 | Photos"
Muthoot Finance,Muthoot Finance | Follow | 3.7 | (6.8k) | NBFC | Bengaluru +824 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 6.8k | Reviews | 13.4k | Salaries | 392 | Interviews | 127 | Jobs | 362 | Benefits | 17 | Photos
eClerx,"eClerx | Follow | 3.0 | (6.7k) | IT Services & Consulting | Pune +35 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 6.7k | Reviews | 34k | Salaries | 667 | Interviews | 485 | Jobs | 580 | Benefits | 26 | Photos"
IIFL Finance,"IIFL Finance | Follow | 4.0 | (6.7k) | NBFC | Mumbai +846 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Skill Development | To view salary insights | Select designation | 6.7k | Reviews | 14.1k | Salaries | 346 | Interviews | 75 | Jobs | 406 | Benefits | 23 | Photos"
PolicyBazaar,"PolicyBazaar | Follow | 3.7 | (6.6k) | Internet | Gurugram +169 other locations | Highly Rated For | Salary | Critically Rated For | Work Life Balance, Company Culture, Work Satisfaction | To view salary insights | Select designation | 6.6k | Reviews | 19.3k | Salaries | 682 | Interviews | 1.4k | Jobs | 309 | Benefits | 52 | Photos"
Indian Army,"Indian Army | Follow | 4.7 | (6.6k) | Defence & Aerospace | New Delhi +379 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | To view salary insights | Select designation | 6.6k | Reviews | 9.6k | Salaries | 218 | Interviews | -- | Jobs | 758 | Benefits | 16 | Photos"
DMart,"DMart | Follow | 3.9 | (6.7k) | Retail | Mumbai +261 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 6.7k | Reviews | 20k | Salaries | 591 | Interviews | 192 | Jobs | 504 | Benefits | 18 | Photos"
Indiamart Intermesh,"Indiamart Intermesh | Follow | 3.6 | (6.5k) | Internet | Noida +169 other locations | Critically Rated For | Work Satisfaction, Promotions, Company Culture | To view salary insights | Select designation | 6.5k | Reviews | 21.7k | Salaries | 833 | Interviews | 231 | Jobs | 536 | Benefits | 27 | Photos"
Piramal Finance,"Piramal Finance | Follow | 4.2 | (6.5k) | NBFC | Mumbai +446 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Work Life Balance, Skill Development | To view salary insights | Select designation | 6.5k | Reviews | 13.1k | Salaries | 312 | Interviews | 103 | Jobs | 461 | Benefits | 84 | Photos"
Virtusa Consulting Services,"Virtusa Consulting Services | Follow | 3.6 | (6.4k) | IT Services & Consulting | Hyderabad +56 other locations | Critically Rated For | Promotions, Job Security, Salary | To view salary insights | Select designation | 6.4k | Reviews | 58.2k | Salaries | 700 | Interviews | 252 | Jobs | 349 | Benefits | 23 | Photos"
HSBC Group,"HSBC Group | Follow | 3.8 | (6.4k) | Financial Services | Bengaluru +68 other locations | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 6.4k | Reviews | 46.4k | Salaries | 573 | Interviews | 106 | Jobs | 1.2k | Benefits | 26 | Photos"
SMFG India Credit,SMFG India Credit | Follow | 3.9 | (6.3k) | NBFC | Mumbai +626 other locations | Highly Rated For | Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 6.3k | Reviews | 11.5k | Salaries | 229 | Interviews | 97 | Jobs | 364 | Benefits | 23 | Photos
BigBasket,BigBasket | Follow | 3.9 | (6.2k) | Internet | Bengaluru +150 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 6.2k | Reviews | 20.4k | Salaries | 525 | Interviews | 89 | Jobs | 414 | Benefits | 36 | Photos
Access Healthcare,"Access Healthcare | Follow | 3.7 | (6.3k) | BPO | Chennai +63 other locations | Critically Rated For | Promotions, Skill Development | To view salary insights | Select designation | 6.3k | Reviews | 30.4k | Salaries | 426 | Interviews | 648 | Jobs | 398 | Benefits | 9 | Photos"
GlobalLogic,"GlobalLogic | Follow | 3.5 | (6.2k) | IT Services & Consulting | Hyderabad +65 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 6.2k | Reviews | 42.8k | Salaries | 711 | Interviews | 51 | Jobs | 560 | Benefits | 21 | Photos"
HCL Group,"HCL Group | Follow | 3.5 | (6.2k) | IT Services & Consulting | Chennai +104 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 6.2k | Reviews | 38.7k | Salaries | 529 | Interviews | -- | Jobs | 658 | Benefits | 1 | Photos"
Manappuram Finance,"Manappuram Finance | Follow | 4.0 | (6.2k) | NBFC | Bengaluru +686 other locations | Highly Rated For | Work Life Balance, Promotions, Skill Development | To view salary insights | Select designation | 6.2k | Reviews | 9.6k | Salaries | 241 | Interviews | 6 | Jobs | 254 | Benefits | 38 | Photos"
ICICI Lombard General Insurance Company,"ICICI Lombard General Insurance Company | Follow | 3.5 | (6.1k) | Insurance | Mumbai +328 other locations | Critically Rated For | Promotions, Work Satisfaction, Company Culture | To view salary insights | Select designation | 6.1k | Reviews | 20.8k | Salaries | 388 | Interviews | 231 | Jobs | 409 | Benefits | 26 | Photos"
Firstsource Solutions,"Firstsource Solutions | Follow | 3.5 | (6.1k) | BPO | Bengaluru +74 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 6.1k | Reviews | 25.4k | Salaries | 383 | Interviews | 65 | Jobs | 583 | Benefits | 14 | Photos"
Siemens,"Siemens | Follow | 4.0 | (6.1k) | Industrial Automation | Bengaluru +164 other locations | Highly Rated For | Work Life Balance, Job Security, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 6.1k | Reviews | 35.7k | Salaries | 530 | Interviews | 45 | Jobs | 654 | Benefits | 13 | Photos"
Swiggy,"Swiggy | Follow | 3.7 | (6.1k) | Internet | Bengaluru +251 other locations | Critically Rated For | Promotions, Job Security, Work Life Balance | To view salary insights | Select designation | 6.1k | Reviews | 25.3k | Salaries | 626 | Interviews | 215 | Jobs | 388 | Benefits | 22 | Photos"
Apollo Hospitals,"Apollo Hospitals | Follow | 4.0 | (6.1k) | Healthcare | Chennai +237 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 6.1k | Reviews | 17.4k | Salaries | 523 | Interviews | 328 | Jobs | 534 | Benefits | 3 | Photos"
Shapoorji Pallonji Group,"Shapoorji Pallonji Group | Follow | 4.1 | (6.1k) | Engineering & Construction | Mumbai +190 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 6.1k | Reviews | 15.6k | Salaries | 461 | Interviews | 60 | Jobs | 662 | Benefits | 14 | Photos"
UST,"UST | Follow | 3.7 | (6k) | IT Services & Consulting | Bengaluru +57 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Job Security, Salary | To view salary insights | Select designation | 6k | Reviews | 41.6k | Salaries | 626 | Interviews | 672 | Jobs | 421 | Benefits | 27 | Photos"
Aurobindo Pharma,"Aurobindo Pharma | Follow | 4.0 | (6k) | Pharma | Hyderabad +120 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Salary, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 6k | Reviews | 20.4k | Salaries | 310 | Interviews | 19 | Jobs | 478 | Benefits | 9 | Photos"
Tata Capital,"Tata Capital | Follow | 4.0 | (6k) | NBFC | Mumbai +474 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 6k | Reviews | 17.2k | Salaries | 309 | Interviews | 5.8k | Jobs | 288 | Benefits | 24 | Photos"
Mahindra Finance,Mahindra Finance | Follow | 3.8 | (6k) | NBFC | Mumbai +769 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 6k | Reviews | 12.2k | Salaries | 234 | Interviews | 153 | Jobs | 538 | Benefits | 13 | Photos
Standard Chartered,"Standard Chartered | Follow | 3.6 | (6k) | Banking | Chennai +74 other locations | Critically Rated For | Promotions, Work Satisfaction, Salary | To view salary insights | Select designation | 6k | Reviews | 42.5k | Salaries | 338 | Interviews | 9 | Jobs | 327 | Benefits | -- | Photos"
Bosch Global Software Technologies,"Bosch Global Software Technologies | Follow | 3.7 | (5.9k) | IT Services & Consulting | Bengaluru +48 other locations | Highly Rated For | Work Life Balance, Company Culture, Job Security | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 5.9k | Reviews | 41k | Salaries | 401 | Interviews | 32 | Jobs | 663 | Benefits | 21 | Photos"
Ashok Leyland,"Ashok Leyland | Follow | 4.0 | (5.8k) | Automobile | Chennai +277 other locations | Highly Rated For | Skill Development, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 5.8k | Reviews | 19.1k | Salaries | 342 | Interviews | 2 | Jobs | 660 | Benefits | 16 | Photos"
Citicorp,"Citicorp | Follow | 3.6 | (5.8k) | Financial Services | Pune +75 other locations | Highly Rated For | Salary | Critically Rated For | Promotions, Work Satisfaction, Skill Development | To view salary insights | Select designation | 5.8k | Reviews | 55.6k | Salaries | 654 | Interviews | -- | Jobs | 544 | Benefits | 7 | Photos"
Hero MotoCorp,"Hero MotoCorp | Follow | 4.1 | (5.8k) | Automobile | Gurugram +394 other locations | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 5.8k | Reviews | 16.8k | Salaries | 445 | Interviews | -- | Jobs | 616 | Benefits | 11 | Photos"
Udaan,"Udaan | Follow | 3.9 | (5.8k) | Internet | Bengaluru +374 other locations | Highly Rated For | Salary | Critically Rated For | Job Security, Promotions | To view salary insights | Select designation | 5.8k | Reviews | 15.1k | Salaries | 377 | Interviews | 4 | Jobs | 707 | Benefits | 16 | Photos"
CGI Inc,"CGI Inc | Follow | 4.0 | (5.7k) | IT Services & Consulting | Bengaluru +49 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Job Security, Company Culture | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 5.7k | Reviews | 48.2k | Salaries | 590 | Interviews | 446 | Jobs | 380 | Benefits | 6 | Photos"
Kalpataru Projects International,"Kalpataru Projects International | Follow | 4.1 | (5.7k) | Engineering & Construction | Mumbai +346 other locations | Highly Rated For | Job Security, Skill Development, Salary | To view salary insights | Select designation | 5.7k | Reviews | 14.4k | Salaries | 362 | Interviews | 2 | Jobs | 244 | Benefits | 23 | Photos"
NTT DATA,NTT DATA | Follow | 3.8 | (5.7k) | IT Services & Consulting | Bengaluru +89 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 5.7k | Reviews | 40.1k | Salaries | 791 | Interviews | 10 | Jobs | 557 | Benefits | 2 | Photos
Nagarjuna Construction Company,"Nagarjuna Construction Company | Follow | 4.0 | (5.6k) | Construction | Hyderabad +308 other locations | Highly Rated For | Job Security, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 5.6k | Reviews | 13.2k | Salaries | 479 | Interviews | 12 | Jobs | 438 | Benefits | 13 | Photos"
SBI Cards & Payment Services,"SBI Cards & Payment Services | Follow | 3.6 | (5.6k) | Financial Services | Gurugram +463 other locations | Critically Rated For | Promotions, Work Satisfaction, Company Culture | To view salary insights | Select designation | 5.6k | Reviews | 15.8k | Salaries | 346 | Interviews | 113 | Jobs | 359 | Benefits | 14 | Photos"
IQVIA,"IQVIA | Follow | 3.7 | (5.6k) | Clinical Research | Bengaluru +68 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 5.6k | Reviews | 32.7k | Salaries | 587 | Interviews | 39 | Jobs | 563 | Benefits | 10 | Photos"
BNY,"BNY | Follow | 3.6 | (5.5k) | Financial Services | Pune +29 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 5.5k | Reviews | 32.7k | Salaries | 410 | Interviews | 58 | Jobs | 562 | Benefits | 1 | Photos"
Cyient,"Cyient | Follow | 3.6 | (5.5k) | IT Services & Consulting | Hyderabad +52 other locations | Critically Rated For | Promotions, Salary, Skill Development | To view salary insights | Select designation | 5.5k | Reviews | 27.7k | Salaries | 348 | Interviews | 171 | Jobs | 461 | Benefits | 3 | Photos"
Schneider Electric,"Schneider Electric | Follow | 4.1 | (5.5k) | Industrial Automation | Bengaluru +124 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 5.5k | Reviews | 27k | Salaries | 481 | Interviews | 473 | Jobs | 465 | Benefits | 14 | Photos"
CBRE,"CBRE | Follow | 4.1 | (5.5k) | Real Estate | Hyderabad +101 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Work Life Balance, Job Security | To view salary insights | Select designation | 5.5k | Reviews | 19.7k | Salaries | 378 | Interviews | 21 | Jobs | 494 | Benefits | 19 | Photos"
SBI Life Insurance Company,"SBI Life Insurance Company | Follow | 3.7 | (5.5k) | Insurance | Mumbai +683 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 5.5k | Reviews | 12.3k | Salaries | 334 | Interviews | 12 | Jobs | 351 | Benefits | 25 | Photos"
Persistent Systems,"Persistent Systems | Follow | 3.6 | (5.4k) | IT Services & Consulting | Pune +42 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 5.4k | Reviews | 48.5k | Salaries | 746 | Interviews | 383 | Jobs | 412 | Benefits | 33 | Photos"
TVS Motor,"TVS Motor | Follow | 3.8 | (5.4k) | Automobile | Hosur +364 other locations | Highly Rated For | Skill Development, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 5.4k | Reviews | 17.1k | Salaries | 445 | Interviews | 277 | Jobs | 573 | Benefits | 21 | Photos"
JustDial,"JustDial | Follow | 3.5 | (5.4k) | Internet | Noida +242 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 5.4k | Reviews | 15.7k | Salaries | 413 | Interviews | 18 | Jobs | 373 | Benefits | 10 | Photos"
State Bank of India,"State Bank of India | Follow | 3.9 | (5.3k) | Banking | Mumbai +683 other locations | Highly Rated For | Job Security, Skill Development, Salary | To view salary insights | Select designation | 5.3k | Reviews | 12k | Salaries | 354 | Interviews | 20 | Jobs | 417 | Benefits | 7 | Photos"
KEC International,"KEC International | Follow | 4.0 | (5.3k) | Engineering & Construction | Mumbai +328 other locations | Highly Rated For | Job Security, Salary, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 5.3k | Reviews | 14.2k | Salaries | 451 | Interviews | 13 | Jobs | 485 | Benefits | 57 | Photos"
ITC Infotech,"ITC Infotech | Follow | 3.8 | (5.3k) | IT Services & Consulting | Bengaluru +72 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 5.3k | Reviews | 30.6k | Salaries | 435 | Interviews | 68 | Jobs | 307 | Benefits | 11 | Photos"
Amdocs,"Amdocs | Follow | 3.6 | (5.2k) | Software Product | Pune +25 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 5.2k | Reviews | 38.1k | Salaries | 579 | Interviews | -- | Jobs | 638 | Benefits | 22 | Photos"
Utkarsh Small Finance Bank,"Utkarsh Small Finance Bank | Follow | 3.6 | (5.2k) | Banking | Varanasi +444 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 5.2k | Reviews | 11.9k | Salaries | 345 | Interviews | 41 | Jobs | 306 | Benefits | 56 | Photos"
Atos,"Atos | Follow | 3.8 | (5.1k) | IT Services & Consulting | Pune +57 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 5.1k | Reviews | 33k | Salaries | 422 | Interviews | 74 | Jobs | 480 | Benefits | 10 | Photos"
Varun Beverages,"Varun Beverages | Follow | 4.0 | (5.1k) | Beverage | New Delhi +395 other locations | Highly Rated For | Job Security, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 5.1k | Reviews | 12.6k | Salaries | 367 | Interviews | 19 | Jobs | 339 | Benefits | 32 | Photos"
JBM Group,"JBM Group | Follow | 3.9 | (5.1k) | Auto Components | Gurugram +124 other locations | Highly Rated For | Job Security, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 5.1k | Reviews | 14.3k | Salaries | 382 | Interviews | 77 | Jobs | 365 | Benefits | 22 | Photos"
vivo,"vivo | Follow | 4.0 | (5.1k) | Consumer Electronics & Appliances | Noida +423 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Company Culture, Skill Development, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 5.1k | Reviews | 12.9k | Salaries | 252 | Interviews | 28 | Jobs | 633 | Benefits | 3 | Photos"
Lenskart,"Lenskart | Follow | 3.4 | (5.1k) | Internet | New Delhi +275 other locations | Critically Rated For | Promotions, Company Culture, Work Life Balance | To view salary insights | Select designation | 5.1k | Reviews | 14.2k | Salaries | 554 | Interviews | 216 | Jobs | 370 | Benefits | 48 | Photos"
Randstad,"Randstad | Follow | 3.7 | (5k) | Recruitment | Hyderabad +380 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 5k | Reviews | 17.9k | Salaries | 349 | Interviews | 18 | Jobs | 366 | Benefits | 7 | Photos"
Hetero,"Hetero | Follow | 3.9 | (5k) | Pharma | Hyderabad +75 other locations | Highly Rated For | Job Security, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 5k | Reviews | 15.8k | Salaries | 478 | Interviews | 90 | Jobs | 405 | Benefits | 16 | Photos"
Intas Pharmaceuticals,"Intas Pharmaceuticals | Follow | 4.1 | (4.9k) | Pharma | Ahmedabad +159 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Salary, Work Life Balance | To view salary insights | Select designation | 4.9k | Reviews | 18.2k | Salaries | 279 | Interviews | 34 | Jobs | 408 | Benefits | 9 | Photos"
Havells,"Havells | Follow | 3.9 | (4.9k) | Electrical Equipment | Noida +277 other locations | Highly Rated For | Work Life Balance, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 16.1k | Salaries | 321 | Interviews | 23 | Jobs | 341 | Benefits | 14 | Photos"
Nagarro,"Nagarro | Follow | 3.8 | (4.9k) | IT Services & Consulting | Gurugram +50 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 34.5k | Salaries | 848 | Interviews | 315 | Jobs | 1.1k | Benefits | 16 | Photos"
Ecom Express,"Ecom Express | Follow | 4.1 | (4.9k) | Logistics | Gurugram +800 other locations | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | To view salary insights | Select designation | 4.9k | Reviews | 9.3k | Salaries | 270 | Interviews | -- | Jobs | 311 | Benefits | 39 | Photos"
Bosch,"Bosch | Follow | 4.1 | (4.9k) | Auto Components | Bengaluru +144 other locations | Highly Rated For | Work Life Balance, Company Culture, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 21.5k | Salaries | 394 | Interviews | 2 | Jobs | 620 | Benefits | 18 | Photos"
Aditya Birla Fashion and Retail,"Aditya Birla Fashion and Retail | Follow | 4.1 | (4.9k) | Fashion & Textile | Bengaluru +301 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 13.5k | Salaries | 290 | Interviews | 86 | Jobs | 423 | Benefits | 14 | Photos"
Tata AIA Life Insurance,"Tata AIA Life Insurance | Follow | 3.8 | (4.9k) | Insurance | Mumbai +478 other locations | Highly Rated For | Job Security, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 15.4k | Salaries | 271 | Interviews | 923 | Jobs | 325 | Benefits | 25 | Photos"
R1 RCM,R1 RCM | Follow | 3.8 | (4.9k) | BPO | Hyderabad +52 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 22.9k | Salaries | 380 | Interviews | 184 | Jobs | 365 | Benefits | 23 | Photos
L&T Finance,L&T Finance | Follow | 3.8 | (4.9k) | NBFC | Mumbai +686 other locations | Highly Rated For | Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 4.9k | Reviews | 11.9k | Salaries | 244 | Interviews | -- | Jobs | 255 | Benefits | 45 | Photos
EY Global Delivery Services ( EY GDS),"EY Global Delivery Services ( EY GDS) | Follow | 3.4 | (4.9k) | IT Services & Consulting | Bengaluru +59 other locations | Critically Rated For | Promotions, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 4.9k | Reviews | 55k | Salaries | 945 | Interviews | 20 | Jobs | 368 | Benefits | 18 | Photos"
Eviden,"Eviden | Follow | 3.6 | (4.8k) | IT Services & Consulting | Pune +41 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary, Job Security | To view salary insights | Select designation | 4.8k | Reviews | 25.8k | Salaries | 317 | Interviews | -- | Jobs | 3 | Benefits | 11 | Photos"
Berger Paints,"Berger Paints | Follow | 3.7 | (4.8k) | Chemicals | Kolkata +389 other locations | Critically Rated For | Promotions, Company Culture, Work Life Balance | To view salary insights | Select designation | 4.8k | Reviews | 11k | Salaries | 469 | Interviews | 303 | Jobs | 291 | Benefits | 11 | Photos"
Cars24,"Cars24 | Follow | 3.5 | (4.8k) | Internet | Gurugram +174 other locations | Critically Rated For | Job Security, Promotions, Company Culture | To view salary insights | Select designation | 4.8k | Reviews | 16.1k | Salaries | 423 | Interviews | 84 | Jobs | 403 | Benefits | 18 | Photos"
Hewlett Packard Enterprise,"Hewlett Packard Enterprise | Follow | 4.0 | (4.8k) | IT Services & Consulting | Bengaluru +106 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 4.8k | Reviews | 27.9k | Salaries | 275 | Interviews | 307 | Jobs | 556 | Benefits | 18 | Photos"
Mahindra Logistics,"Mahindra Logistics | Follow | 3.7 | (4.8k) | Logistics | Mumbai +240 other locations | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 4.8k | Reviews | 12.9k | Salaries | 259 | Interviews | 121 | Jobs | 455 | Benefits | 24 | Photos"
Dell,"Dell | Follow | 3.8 | (4.7k) | Consumer Electronics & Appliances | Bengaluru +124 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 4.7k | Reviews | 29.7k | Salaries | 447 | Interviews | 17 | Jobs | 562 | Benefits | 25 | Photos"
Deutsche Bank,"Deutsche Bank | Follow | 3.8 | (4.7k) | Banking | Pune +44 other locations | Highly Rated For | Work Life Balance, Job Security, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 4.7k | Reviews | 39.3k | Salaries | 450 | Interviews | 289 | Jobs | 432 | Benefits | 81 | Photos"
Home Credit Finance,"Home Credit Finance | Follow | 4.0 | (4.7k) | NBFC | Gurugram +147 other locations | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 4.7k | Reviews | 9k | Salaries | 157 | Interviews | 113 | Jobs | 604 | Benefits | 7 | Photos"
TeamLease Services,TeamLease Services | Follow | 3.9 | (4.7k) | Recruitment | Bengaluru +425 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 4.7k | Reviews | 16.8k | Salaries | 273 | Interviews | -- | Jobs | 228 | Benefits | 6 | Photos
Motilal Oswal Financial Services,"Motilal Oswal Financial Services | Follow | 3.6 | (4.7k) | Financial Services | Mumbai +172 other locations | Critically Rated For | Work Satisfaction, Promotions, Work Life Balance | To view salary insights | Select designation | 4.7k | Reviews | 13.9k | Salaries | 563 | Interviews | 60 | Jobs | 182 | Benefits | 90 | Photos"
VE Commercial Vehicles,"VE Commercial Vehicles | Follow | 3.9 | (4.6k) | Automobile | Indore +187 other locations | Highly Rated For | Job Security, Company Culture, Skill Development | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 4.6k | Reviews | 14.8k | Salaries | 309 | Interviews | 20 | Jobs | 379 | Benefits | 13 | Photos"
Hyundai Motor India Limited,"Hyundai Motor India Limited | Follow | 4.1 | (4.6k) | Automobile | Chennai +297 other locations | Highly Rated For | Job Security, Salary, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 4.6k | Reviews | 14.6k | Salaries | 339 | Interviews | 3 | Jobs | 538 | Benefits | 33 | Photos"
OPPO,"OPPO | Follow | 3.9 | (4.6k) | Consumer Electronics & Appliances | Greater Noida +419 other locations | Highly Rated For | Skill Development | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 4.6k | Reviews | 11.4k | Salaries | 268 | Interviews | 10 | Jobs | 591 | Benefits | 10 | Photos"
Thermax Limited,"Thermax Limited | Follow | 4.2 | (4.6k) | Industrial Machinery | Pune +269 other locations | Highly Rated For | Job Security, Company Culture, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 4.6k | Reviews | 13.7k | Salaries | 368 | Interviews | 34 | Jobs | 405 | Benefits | 24 | Photos"
Carelon Global Solutions,"Carelon Global Solutions | Follow | 3.9 | (4.5k) | IT Services & Consulting | Bengaluru +22 other locations | Highly Rated For | Company Culture, Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 4.5k | Reviews | 29.3k | Salaries | 441 | Interviews | 62 | Jobs | 38 | Benefits | 13 | Photos"
Hindalco Industries,"Hindalco Industries | Follow | 4.2 | (4.5k) | Metals & Mining | Sambalpur +136 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Work Life Balance, Skill Development | To view salary insights | Select designation | 4.5k | Reviews | 13.4k | Salaries | 335 | Interviews | 15 | Jobs | 380 | Benefits | 23 | Photos"
Jindal Steel Limited,"Jindal Steel Limited | Follow | 3.9 | (4.5k) | Iron & Steel | Angul +178 other locations | Highly Rated For | Skill Development, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 4.5k | Reviews | 16.6k | Salaries | 460 | Interviews | 45 | Jobs | 368 | Benefits | 39 | Photos"
