Company Name,Raw Card Text
Poonawalla Fincorp,"Poonawalla Fincorp | Follow | 3.5 | (2.3k) | NBFC | Pune +277 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.3k | Reviews | 6.4k | Salaries | 91 | Interviews | 2 | Jobs | 145 | Benefits | -- | Photos"
FirstCry,"FirstCry | Follow | 3.6 | (2.3k) | Retail | Pune +226 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.3k | Reviews | 9.2k | Salaries | 224 | Interviews | 1 | Jobs | 87 | Benefits | 19 | Photos"
Generali Central Life Insurance,"Generali Central Life Insurance | Follow | 3.5 | (2.3k) | Insurance | Mumbai +213 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 2.3k | Reviews | 6.8k | Salaries | 126 | Interviews | 149 | Jobs | 175 | Benefits | 7 | Photos"
Lava International,"Lava International | Follow | 3.9 | (2.3k) | Consumer Electronics & Appliances | Noida +226 other locations | Highly Rated For | Company Culture, Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 4.4k | Salaries | 97 | Interviews | 4 | Jobs | 296 | Benefits | 3 | Photos"
Power Mech Projects,"Power Mech Projects | Follow | 3.8 | (2.3k) | Engineering & Construction | Hyderabad +156 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Company Culture | To view salary insights | Select designation | 2.3k | Reviews | 6.9k | Salaries | 128 | Interviews | 4 | Jobs | 172 | Benefits | 6 | Photos"
GlaxoSmithKline Pharmaceuticals,"GlaxoSmithKline Pharmaceuticals | Follow | 4.1 | (2.3k) | Pharma | Bengaluru +222 other locations | Highly Rated For | Company Culture, Work Life Balance, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 6k | Salaries | 135 | Interviews | 14 | Jobs | 118 | Benefits | 1 | Photos"
Henry Harvin Education,"Henry Harvin Education | Follow | 4.0 | (2.3k) | EdTech | Noida +35 other locations | Highly Rated For | Work Life Balance, Work Satisfaction, Job Security | To view salary insights | Select designation | 2.3k | Reviews | 1k | Salaries | 139 | Interviews | 41 | Jobs | 76 | Benefits | 2 | Photos"
CAMS,"CAMS | Follow | 3.5 | (2.3k) | Financial Services | Chennai +115 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 2.3k | Reviews | 9.3k | Salaries | 155 | Interviews | 5 | Jobs | 60 | Benefits | 6 | Photos"
Brakes India,"Brakes India | Follow | 3.8 | (2.2k) | Auto Components | Chennai +104 other locations | Highly Rated For | Job Security, Skill Development | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.2k | Reviews | 7.3k | Salaries | 111 | Interviews | 31 | Jobs | 219 | Benefits | 2 | Photos"
Mercedes-Benz Research and Development India,"Mercedes-Benz Research and Development India | Follow | 3.5 | (2.3k) | IT Services & Consulting | Bengaluru +53 other locations | Highly Rated For | Work Life Balance, Job Security | Critically Rated For | Promotions, Work Satisfaction, Skill Development | To view salary insights | Select designation | 2.3k | Reviews | 18.7k | Salaries | 214 | Interviews | -- | Jobs | 206 | Benefits | 7 | Photos"
NTT DATA Business Solutions,"NTT DATA Business Solutions | Follow | 4.1 | (2.2k) | IT Services & Consulting | Bengaluru +32 other locations | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.2k | Reviews | 13.8k | Salaries | 288 | Interviews | 1.5k | Jobs | 40 | Benefits | 59 | Photos"
Jio Platforms,"Jio Platforms | Follow | 3.3 | (2.3k) | IT Services & Consulting | Mumbai +106 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.3k | Reviews | 15.7k | Salaries | 276 | Interviews | -- | Jobs | 77 | Benefits | -- | Photos"
Kotak Securities,"Kotak Securities | Follow | 3.4 | (2.2k) | Financial Services | Mumbai +143 other locations | Critically Rated For | Promotions, Skill Development, Company Culture | To view salary insights | Select designation | 2.2k | Reviews | 9.6k | Salaries | 151 | Interviews | 38 | Jobs | 158 | Benefits | 3 | Photos"
Cargill,"Cargill | Follow | 3.9 | (2.2k) | Food Processing | Bengaluru +126 other locations | Highly Rated For | Work Life Balance, Company Culture, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 2.2k | Reviews | 8.8k | Salaries | 116 | Interviews | 120 | Jobs | 161 | Benefits | 7 | Photos"
CitiusTech,"CitiusTech | Follow | 3.1 | (2.2k) | IT Services & Consulting | Mumbai +18 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 2.2k | Reviews | 15.1k | Salaries | 330 | Interviews | 50 | Jobs | 178 | Benefits | 15 | Photos"
BHEL,"BHEL | Follow | 4.2 | (2.2k) | Electrical Equipment | Bengaluru +143 other locations | Highly Rated For | Job Security, Work Life Balance, Company Culture | To view salary insights | Select designation | 2.2k | Reviews | 5.2k | Salaries | 143 | Interviews | 53 | Jobs | 234 | Benefits | 11 | Photos"
Life Insurance Corporation of India,"Life Insurance Corporation of India | Follow | 4.4 | (2.2k) | Insurance | New Delhi +490 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 2.2k | Reviews | 4.6k | Salaries | 112 | Interviews | 3 | Jobs | 235 | Benefits | 27 | Photos"
"Maruti Suzuki India Limited, Hansalpur","Maruti Suzuki India Limited, Hansalpur | Follow | 4.3 | (2.2k) | Automobile | Ahmedabad +120 other locations | Highly Rated For | Job Security, Salary, Company Culture | To view salary insights | Select designation | 2.2k | Reviews | 6.9k | Salaries | 246 | Interviews | 5 | Jobs | 182 | Benefits | 3 | Photos"
upGrad,"upGrad | Follow | 3.3 | (2.2k) | EdTech | Bengaluru +53 other locations | Critically Rated For | Job Security, Promotions, Work Satisfaction | To view salary insights | Select designation | 2.2k | Reviews | 9.8k | Salaries | 221 | Interviews | 32 | Jobs | 137 | Benefits | 19 | Photos"
Force Motors,"Force Motors | Follow | 3.7 | (2.2k) | Automobile | Pune +107 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.2k | Reviews | 8.3k | Salaries | 154 | Interviews | 24 | Jobs | 163 | Benefits | 5 | Photos"
Microsoft Corporation,"Microsoft Corporation | Follow | 3.8 | (2.2k) | Software Product | Bengaluru +53 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Job Security, Promotions | To view salary insights | Select designation | 2.2k | Reviews | 33.4k | Salaries | 650 | Interviews | 1 | Jobs | 203 | Benefits | 7 | Photos"
Provana,"Provana | Follow | 4.0 | (2.2k) | BPO | Noida +12 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 2.2k | Reviews | 4.7k | Salaries | 284 | Interviews | 14 | Jobs | 332 | Benefits | 4 | Photos"
SGS,"SGS | Follow | 3.7 | (2.2k) | Engineering & Construction | Mumbai +155 other locations | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.2k | Reviews | 6.8k | Salaries | 137 | Interviews | 129 | Jobs | 194 | Benefits | 2 | Photos"
Nokia Networks,"Nokia Networks | Follow | 4.1 | (2.2k) | Hardware & Networking | Bengaluru +87 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 2.2k | Reviews | 10.3k | Salaries | 131 | Interviews | 1 | Jobs | 14 | Benefits | -- | Photos"
EPAM Systems,"EPAM Systems | Follow | 3.6 | (2.2k) | IT Services & Consulting | Hyderabad +38 other locations | Highly Rated For | Skill Development, Work Life Balance, Salary | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 2.2k | Reviews | 26.1k | Salaries | 690 | Interviews | 604 | Jobs | 155 | Benefits | 7 | Photos"
Biological E,"Biological E | Follow | 4.3 | (2.2k) | Pharma | Hyderabad +78 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security, Work Life Balance, Company Culture | To view salary insights | Select designation | 2.2k | Reviews | 7.3k | Salaries | 153 | Interviews | 21 | Jobs | 239 | Benefits | -- | Photos"
Pfizer,"Pfizer | Follow | 3.9 | (2.2k) | Pharma | Visakhapatnam +139 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 2.2k | Reviews | 5.9k | Salaries | 92 | Interviews | 87 | Jobs | 286 | Benefits | 6 | Photos"
IndusInd General Insurance,"IndusInd General Insurance | Follow | 3.6 | (2.2k) | Insurance | Mumbai +204 other locations | Critically Rated For | Promotions, Work Satisfaction, Company Culture | To view salary insights | Select designation | 2.2k | Reviews | 7.2k | Salaries | 107 | Interviews | 12 | Jobs | 135 | Benefits | 2 | Photos"
Morgan Stanley,"Morgan Stanley | Follow | 3.5 | (2.2k) | Financial Services | Mumbai +20 other locations | Critically Rated For | Job Security, Promotions, Work Satisfaction | To view salary insights | Select designation | 2.2k | Reviews | 28.8k | Salaries | 349 | Interviews | 68 | Jobs | 166 | Benefits | 8 | Photos"
Aditya Birla Health Insurance Co,Aditya Birla Health Insurance Co | Follow | 3.7 | (2.2k) | Insurance | Mumbai +270 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 2.2k | Reviews | 8k | Salaries | 137 | Interviews | 1 | Jobs | 105 | Benefits | 1 | Photos
ITC Hotels,"ITC Hotels | Follow | 4.0 | (2.2k) | Hospitality | Bengaluru +99 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.2k | Reviews | 5.5k | Salaries | 110 | Interviews | -- | Jobs | 204 | Benefits | 16 | Photos"
Shadowfax Technologies,"Shadowfax Technologies | Follow | 3.5 | (2.2k) | Logistics | Bengaluru +259 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 2.2k | Reviews | 8k | Salaries | 178 | Interviews | 70 | Jobs | 90 | Benefits | 18 | Photos"
Reliance Trends,"Reliance Trends | Follow | 4.0 | (2.2k) | Retail | Bengaluru +408 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.2k | Reviews | 3.9k | Salaries | 128 | Interviews | -- | Jobs | 209 | Benefits | 34 | Photos"
Delphi TVS,"Delphi TVS | Follow | 3.8 | (2.1k) | Auto Components | Chennai +67 other locations | Highly Rated For | Skill Development | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.1k | Reviews | 5.4k | Salaries | 104 | Interviews | 1 | Jobs | 203 | Benefits | 2 | Photos"
K12 Techno Services,"K12 Techno Services | Follow | 3.6 | (2.1k) | EdTech | Bengaluru +45 other locations | Critically Rated For | Promotions, Job Security | To view salary insights | Select designation | 2.1k | Reviews | 5.5k | Salaries | 449 | Interviews | 335 | Jobs | 80 | Benefits | 1 | Photos"
Narayana Health,"Narayana Health | Follow | 4.0 | (2.1k) | Healthcare | Bengaluru +68 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.1k | Reviews | 6.4k | Salaries | 104 | Interviews | 130 | Jobs | 156 | Benefits | -- | Photos"
Raymond Lifestyle Limited,"Raymond Lifestyle Limited | Follow | 4.1 | (2.1k) | Fashion & Textile | Mumbai +155 other locations | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 2.1k | Reviews | 6.1k | Salaries | 127 | Interviews | 26 | Jobs | 235 | Benefits | 11 | Photos"
Trent,Trent | Follow | 3.8 | (2.1k) | Retail | Mumbai +154 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 2.1k | Reviews | 5.5k | Salaries | 117 | Interviews | 34 | Jobs | 145 | Benefits | 8 | Photos
TELUS Digital,"TELUS Digital | Follow | 3.5 | (2.1k) | IT Services & Consulting | Noida +29 other locations | Critically Rated For | Promotions, Job Security, Skill Development | To view salary insights | Select designation | 2.1k | Reviews | 11.2k | Salaries | 154 | Interviews | 5 | Jobs | 75 | Benefits | -- | Photos"
Simplex Infrastructures,"Simplex Infrastructures | Follow | 3.3 | (2.1k) | Engineering & Construction | Kolkata +139 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 2.1k | Reviews | 4.2k | Salaries | 88 | Interviews | 2 | Jobs | 281 | Benefits | -- | Photos"
Huawei Technologies,"Huawei Technologies | Follow | 4.1 | (2.1k) | Telecom | Bengaluru +109 other locations | Highly Rated For | Salary, Skill Development, Company Culture | To view salary insights | Select designation | 2.1k | Reviews | 7.5k | Salaries | 120 | Interviews | 34 | Jobs | 280 | Benefits | 1 | Photos"
YASH Technologies,"YASH Technologies | Follow | 3.6 | (2.1k) | IT Services & Consulting | Hyderabad +34 other locations | Critically Rated For | Promotions, Work Satisfaction, Salary | To view salary insights | Select designation | 2.1k | Reviews | 16.3k | Salaries | 186 | Interviews | 432 | Jobs | 189 | Benefits | 35 | Photos"
Haier Appliances India,Haier Appliances India | Follow | 3.9 | (2.1k) | Consumer Electronics & Appliances | Pune +177 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 2.1k | Reviews | 7.5k | Salaries | 179 | Interviews | 35 | Jobs | 183 | Benefits | 8 | Photos
Hinduja Leyland Finance,"Hinduja Leyland Finance | Follow | 4.3 | (2.1k) | NBFC | Chennai +339 other locations | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.1k | Reviews | 3.1k | Salaries | 536 | Interviews | 6 | Jobs | 350 | Benefits | 3 | Photos"
Aye Finance,"Aye Finance | Follow | 4.1 | (2.1k) | NBFC | Gurugram +397 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Salary, Company Culture | To view salary insights | Select designation | 2.1k | Reviews | 3.7k | Salaries | 110 | Interviews | 108 | Jobs | 126 | Benefits | 18 | Photos"
Motherson Automotive Technologies and Engineering,"Motherson Automotive Technologies and Engineering | Follow | 3.7 | (2.1k) | Auto Components | Chennai +69 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.1k | Reviews | 7.9k | Salaries | 170 | Interviews | 16 | Jobs | 166 | Benefits | 1 | Photos"
Novartis,"Novartis | Follow | 4.1 | (2.1k) | Pharma | Hyderabad +80 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 2.1k | Reviews | 10.8k | Salaries | 173 | Interviews | 21 | Jobs | 239 | Benefits | 16 | Photos"
Tekwissen,"Tekwissen | Follow | 4.9 | (2.1k) | IT Services & Consulting | Visakhapatnam +5 other locations | Highly Rated For | Company Culture, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 2.1k | Reviews | 632 | Salaries | 341 | Interviews | 286 | Jobs | 183 | Benefits | 12 | Photos"
IDBI Bank,"IDBI Bank | Follow | 3.3 | (2.1k) | Banking | Mumbai +351 other locations | Critically Rated For | Promotions, Company Culture, Work Life Balance | To view salary insights | Select designation | 2.1k | Reviews | 6.2k | Salaries | 90 | Interviews | -- | Jobs | 131 | Benefits | 7 | Photos"
Microland,"Microland | Follow | 3.6 | (2.1k) | IT Services & Consulting | Bengaluru +48 other locations | Critically Rated For | Promotions, Work Satisfaction, Salary | To view salary insights | Select designation | 2.1k | Reviews | 10.7k | Salaries | 166 | Interviews | 650 | Jobs | 186 | Benefits | 6 | Photos"
Globiva,"Globiva | Follow | 3.0 | (2.1k) | BPO | Gurugram +37 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 2.1k | Reviews | 5.6k | Salaries | 146 | Interviews | 281 | Jobs | 87 | Benefits | 11 | Photos"
Ola Cabs,"Ola Cabs | Follow | 3.2 | (2.1k) | Internet | Bengaluru +112 other locations | Critically Rated For | Job Security, Promotions, Company Culture | To view salary insights | Select designation | 2.1k | Reviews | 8.8k | Salaries | 157 | Interviews | -- | Jobs | 213 | Benefits | 10 | Photos"
Extramarks Education,"Extramarks Education | Follow | 3.2 | (2.1k) | EdTech | Noida +115 other locations | Critically Rated For | Job Security, Promotions, Work Satisfaction | To view salary insights | Select designation | 2.1k | Reviews | 7.1k | Salaries | 181 | Interviews | 15 | Jobs | 146 | Benefits | 2 | Photos"
Godrej Properties,"Godrej Properties | Follow | 3.6 | (2.1k) | Real Estate | Mumbai +35 other locations | Highly Rated For | Salary | Critically Rated For | Promotions, Work Satisfaction, Company Culture | To view salary insights | Select designation | 2.1k | Reviews | 9.9k | Salaries | 137 | Interviews | -- | Jobs | 138 | Benefits | 10 | Photos"
