Company Name,Raw Card Text,Company Rating,Reviews,Industry,Location
Intellect Design Arena,"Intellect Design Arena | Follow | 3.4 | (2.6k) | Software Product | Chennai +42 other locations | Critically Rated For | Promotions, Company Culture, Work Life Balance | To view salary insights | Select designation | 2.6k | Reviews | 14.3k | Salaries | 185 | Interviews | 19 | Jobs | 121 | Benefits | 8 | Photos",3.4,14.3,Software Product,Chennai +42 other locations
Syngene International,"Syngene International | Follow | 3.7 | (2.5k) | Clinical Research | Bengaluru +24 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 2.5k | Reviews | 12.9k | Salaries | 196 | Interviews | 6 | Jobs | 227 | Benefits | 16 | Photos",3.7,12.9,Clinical Research,Bengaluru +24 other locations
Planet Spark,Planet Spark | Follow | 3.7 | (2.5k) | EdTech | Gurugram +58 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Skill Development | To view salary insights | Select designation | 2.5k | Reviews | 3.9k | Salaries | 611 | Interviews | 60 | Jobs | 213 | Benefits | 2 | Photos,3.7,3.9,EdTech,Gurugram +58 other locations
Newgen Software Technologies,"Newgen Software Technologies | Follow | 4.1 | (2.6k) | IT Services & Consulting | Noida +32 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | To view salary insights | Select designation | 2.6k | Reviews | 11.8k | Salaries | 213 | Interviews | 30 | Jobs | 155 | Benefits | 13 | Photos",4.1,11.8,IT Services & Consulting,Noida +32 other locations
Mahindra Holidays & Resorts,"Mahindra Holidays & Resorts | Follow | 3.5 | (2.5k) | Hospitality | Mumbai +117 other locations | Critically Rated For | Promotions, Work Life Balance, Work Satisfaction | To view salary insights | Select designation | 2.5k | Reviews | 6.2k | Salaries | 138 | Interviews | 61 | Jobs | 205 | Benefits | 17 | Photos",3.5,6.2,Hospitality,Mumbai +117 other locations
RMSI,"RMSI | Follow | 3.5 | (2.5k) | IT Services & Consulting | Hyderabad +27 other locations | Critically Rated For | Promotions, Salary, Skill Development | To view salary insights | Select designation | 2.5k | Reviews | 9.2k | Salaries | 203 | Interviews | 9 | Jobs | 199 | Benefits | 4 | Photos",3.5,9.2,IT Services & Consulting,Hyderabad +27 other locations
Datamatics Global Services,"Datamatics Global Services | Follow | 3.3 | (2.5k) | IT Services & Consulting | Mumbai +39 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.5k | Reviews | 11.7k | Salaries | 184 | Interviews | 89 | Jobs | 179 | Benefits | 5 | Photos",3.3,11.7,IT Services & Consulting,Mumbai +39 other locations
Mahindra Rural Housing Finance,"Mahindra Rural Housing Finance | Follow | 4.0 | (2.5k) | NBFC | Mumbai +485 other locations | Highly Rated For | Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.5k | Reviews | 4.9k | Salaries | 110 | Interviews | 9 | Jobs | 180 | Benefits | 6 | Photos",4.0,4.9,NBFC,Mumbai +485 other locations
McDonald's,"McDonald's | Follow | 3.8 | (2.5k) | Hospitality | New Delhi +162 other locations | Highly Rated For | Skill Development | Critically Rated For | Salary, Promotions | To view salary insights | Select designation | 2.5k | Reviews | 5.1k | Salaries | 167 | Interviews | 1 | Jobs | 407 | Benefits | 7 | Photos",3.8,5.1,Hospitality,New Delhi +162 other locations
Bureau Veritas,"Bureau Veritas | Follow | 3.8 | (2.5k) | Other | Mumbai +161 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.5k | Reviews | 8.7k | Salaries | 154 | Interviews | 32 | Jobs | 198 | Benefits | 12 | Photos",3.8,8.7,Other,Mumbai +161 other locations
Cholamandalam MS General Insurance,"Cholamandalam MS General Insurance | Follow | 3.6 | (2.5k) | Insurance | Chennai +411 other locations | Critically Rated For | Promotions, Skill Development, Work Satisfaction | To view salary insights | Select designation | 2.5k | Reviews | 6k | Salaries | 121 | Interviews | -- | Jobs | 176 | Benefits | 4 | Photos",3.6,6.0,Insurance,Chennai +411 other locations
TCE,"TCE | Follow | 3.9 | (2.5k) | Engineering & Construction | Mumbai +135 other locations | Highly Rated For | Work Life Balance, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 2.5k | Reviews | 10.5k | Salaries | 313 | Interviews | 43 | Jobs | 195 | Benefits | 9 | Photos",3.9,10.5,Engineering & Construction,Mumbai +135 other locations
3i Infotech,"3i Infotech | Follow | 3.4 | (2.5k) | IT Services & Consulting | Mumbai +135 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.5k | Reviews | 10.6k | Salaries | 173 | Interviews | 85 | Jobs | 155 | Benefits | 3 | Photos",3.4,10.6,IT Services & Consulting,Mumbai +135 other locations
Paras Hospital,"Paras Hospital | Follow | 4.1 | (2.5k) | Healthcare | Patna +62 other locations | Highly Rated For | Work Life Balance, Skill Development, Company Culture | To view salary insights | Select designation | 2.5k | Reviews | 3.3k | Salaries | 112 | Interviews | 91 | Jobs | 129 | Benefits | 44 | Photos",4.1,3.3,Healthcare,Patna +62 other locations
Lodha,"Lodha | Follow | 4.2 | (2.5k) | Real Estate | Mumbai +31 other locations | Highly Rated For | Work Life Balance, Company Culture, Job Security | To view salary insights | Select designation | 2.5k | Reviews | 9.3k | Salaries | 190 | Interviews | 195 | Jobs | 190 | Benefits | 9 | Photos",4.2,9.3,Real Estate,Mumbai +31 other locations
Aavas Financiers,Aavas Financiers | Follow | 3.9 | (2.5k) | NBFC | Jaipur +307 other locations | Highly Rated For | Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 2.5k | Reviews | 5.7k | Salaries | 130 | Interviews | 79 | Jobs | 144 | Benefits | 10 | Photos,3.9,5.7,NBFC,Jaipur +307 other locations
Patanjali Ayurved,"Patanjali Ayurved | Follow | 3.9 | (2.5k) | FMCG | Haridwar +308 other locations | Highly Rated For | Work Life Balance, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 2.5k | Reviews | 5.9k | Salaries | 144 | Interviews | -- | Jobs | 241 | Benefits | 3 | Photos",3.9,5.9,FMCG,Haridwar +308 other locations
Info Edge,"Info Edge | Follow | 3.8 | (2.5k) | Internet | Noida +70 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Work Satisfaction, Skill Development | To view salary insights | Select designation | 2.5k | Reviews | 11.6k | Salaries | 392 | Interviews | 420 | Jobs | 308 | Benefits | 28 | Photos",3.8,11.6,Internet,Noida +70 other locations
Delhi Public School,"Delhi Public School | Follow | 3.7 | (2.5k) | Education & Training | New Delhi +283 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.5k | Reviews | 5.3k | Salaries | 167 | Interviews | 208 | Jobs | 268 | Benefits | 13 | Photos",3.7,5.3,Education & Training,New Delhi +283 other locations
SBI Securities,"SBI Securities | Follow | 3.6 | (2.5k) | Financial Services | Mumbai +335 other locations | Critically Rated For | Promotions, Work Satisfaction, Company Culture | To view salary insights | Select designation | 2.5k | Reviews | 7.2k | Salaries | 200 | Interviews | 87 | Jobs | 113 | Benefits | 21 | Photos",3.6,7.2,Financial Services,Mumbai +335 other locations
Taj Hotels Resorts and Palaces,"Taj Hotels Resorts and Palaces | Follow | 4.2 | (2.5k) | Hospitality | Mumbai +116 other locations | Highly Rated For | Job Security, Company Culture, Skill Development | To view salary insights | Select designation | 2.5k | Reviews | 5k | Salaries | 166 | Interviews | -- | Jobs | 185 | Benefits | 5 | Photos",4.2,5.0,Hospitality,Mumbai +116 other locations
Straive,"Straive | Follow | 3.3 | (2.5k) | IT Services & Consulting | Chennai +33 other locations | Critically Rated For | Promotions, Salary, Skill Development | To view salary insights | Select designation | 2.5k | Reviews | 11k | Salaries | 237 | Interviews | 33 | Jobs | 133 | Benefits | 15 | Photos",3.3,11.0,IT Services & Consulting,Chennai +33 other locations
Daikin Airconditioning India Pvt. Ltd.,"Daikin Airconditioning India Pvt. Ltd. | Follow | 4.2 | (2.4k) | Consumer Electronics & Appliances | Neemrana +114 other locations | Highly Rated For | Job Security, Work Life Balance, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 8.2k | Salaries | 228 | Interviews | 18 | Jobs | 171 | Benefits | 2 | Photos",4.2,8.2,Consumer Electronics & Appliances,Neemrana +114 other locations
Apollo Pharmacy,"Apollo Pharmacy | Follow | 3.7 | (2.5k) | Pharma | Hyderabad +296 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 2.5k | Reviews | 7.8k | Salaries | 212 | Interviews | 1.1k | Jobs | 141 | Benefits | 6 | Photos",3.7,7.8,Pharma,Hyderabad +296 other locations
Endurance Technologies Limited,"Endurance Technologies Limited | Follow | 3.9 | (2.4k) | Auto Components | Chhatrapati Sambhajinagar +55 other locations | Highly Rated For | Job Security, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 8.2k | Salaries | 152 | Interviews | 15 | Jobs | 257 | Benefits | 1 | Photos",3.9,8.2,Auto Components,Chhatrapati Sambhajinagar +55 other locations
Sopra Steria,"Sopra Steria | Follow | 3.9 | (2.4k) | IT Services & Consulting | Noida +20 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 14.4k | Salaries | 193 | Interviews | 132 | Jobs | 247 | Benefits | 13 | Photos",3.9,14.4,IT Services & Consulting,Noida +20 other locations
Star Union Dai-ichi Life Insurance,Star Union Dai-ichi Life Insurance | Follow | 3.8 | (2.4k) | Insurance | Mumbai +346 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 5.5k | Salaries | 150 | Interviews | 40 | Jobs | 110 | Benefits | 23 | Photos,3.8,5.5,Insurance,Mumbai +346 other locations
Cybage,"Cybage | Follow | 3.7 | (2.4k) | IT Services & Consulting | Pune +15 other locations | Highly Rated For | Company Culture, Work Life Balance | Critically Rated For | Promotions, Skill Development, Work Satisfaction | To view salary insights | Select designation | 2.4k | Reviews | 17k | Salaries | 216 | Interviews | 24 | Jobs | 278 | Benefits | 4 | Photos",3.7,17.0,IT Services & Consulting,Pune +15 other locations
BNP Paribas,"BNP Paribas | Follow | 3.7 | (2.4k) | Banking | Mumbai +30 other locations | Highly Rated For | Job Security, Work Life Balance | Critically Rated For | Promotions, Skill Development, Salary | To view salary insights | Select designation | 2.4k | Reviews | 19.8k | Salaries | 229 | Interviews | 26 | Jobs | 193 | Benefits | 8 | Photos",3.7,19.8,Banking,Mumbai +30 other locations
Statestreet HCL Services,"Statestreet HCL Services | Follow | 3.4 | (2.4k) | BPO | Chennai +18 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 12.3k | Salaries | 224 | Interviews | -- | Jobs | 203 | Benefits | -- | Photos",3.4,12.3,BPO,Chennai +18 other locations
Capgemini Engineering,"Capgemini Engineering | Follow | 3.3 | (2.4k) | IT Services & Consulting | Bengaluru +37 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 2.4k | Reviews | 12.8k | Salaries | 416 | Interviews | -- | Jobs | 146 | Benefits | 4 | Photos",3.3,12.8,IT Services & Consulting,Bengaluru +37 other locations
Torrent Power,"Torrent Power | Follow | 4.2 | (2.4k) | Power | Ahmedabad +67 other locations | Highly Rated For | Job Security, Work Life Balance, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 8.2k | Salaries | 315 | Interviews | 64 | Jobs | 317 | Benefits | 5 | Photos",4.2,8.2,Power,Ahmedabad +67 other locations
JK Tyre,JK Tyre | Follow | 3.9 | (2.4k) | Auto Components | Chennai +149 other locations | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 7.1k | Salaries | 236 | Interviews | 13 | Jobs | 280 | Benefits | 6 | Photos,3.9,7.1,Auto Components,Chennai +149 other locations
Kia India,Kia India | Follow | 3.9 | (2.4k) | Automobile | Anantapur +194 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Job Security | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 8.5k | Salaries | 186 | Interviews | 97 | Jobs | 177 | Benefits | 15 | Photos,3.9,8.5,Automobile,Anantapur +194 other locations
Axis Direct,"Axis Direct | Follow | 3.7 | (2.4k) | Financial Services | Mumbai +274 other locations | Critically Rated For | Promotions, Work Satisfaction, Skill Development | To view salary insights | Select designation | 2.4k | Reviews | 4.6k | Salaries | 90 | Interviews | 42 | Jobs | 208 | Benefits | -- | Photos",3.7,4.6,Financial Services,Mumbai +274 other locations
GVK Emergency Management and Research Institute,"GVK Emergency Management and Research Institute | Follow | 3.5 | (2.4k) | Non-Profit | Lucknow +221 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 4.8k | Salaries | 124 | Interviews | 71 | Jobs | 185 | Benefits | 7 | Photos",3.5,4.8,Non-Profit,Lucknow +221 other locations
Bharat Petroleum,"Bharat Petroleum | Follow | 4.2 | (2.4k) | Oil & Gas | Mumbai +271 other locations | Highly Rated For | Work Life Balance, Skill Development, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 7.6k | Salaries | 192 | Interviews | 2 | Jobs | 195 | Benefits | 16 | Photos",4.2,7.6,Oil & Gas,Mumbai +271 other locations
Sobha,"Sobha | Follow | 3.7 | (2.4k) | Real Estate | Bengaluru +39 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Work Life Balance, Salary | To view salary insights | Select designation | 2.4k | Reviews | 8.6k | Salaries | 174 | Interviews | 36 | Jobs | 244 | Benefits | 9 | Photos",3.7,8.6,Real Estate,Bengaluru +39 other locations
Xoriant,"Xoriant | Follow | 3.9 | (2.4k) | IT Services & Consulting | Pune +24 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 11.8k | Salaries | 238 | Interviews | 49 | Jobs | 409 | Benefits | 48 | Photos",3.9,11.8,IT Services & Consulting,Pune +24 other locations
Akums Drugs & Pharmaceuticals Limited,"Akums Drugs & Pharmaceuticals Limited | Follow | 4.2 | (2.4k) | Pharma | Haridwar +42 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 6.3k | Salaries | 343 | Interviews | 27 | Jobs | 157 | Benefits | 22 | Photos",4.2,6.3,Pharma,Haridwar +42 other locations
Panasonic Life Solutions India,"Panasonic Life Solutions India | Follow | 4.0 | (2.4k) | Consumer Electronics & Appliances | Mumbai +178 other locations | Highly Rated For | Work Life Balance, Job Security, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 7.4k | Salaries | 105 | Interviews | 21 | Jobs | 125 | Benefits | 7 | Photos",4.0,7.4,Consumer Electronics & Appliances,Mumbai +178 other locations
AWL Agri Business,"AWL Agri Business | Follow | 4.1 | (2.4k) | FMCG | Ahmedabad +215 other locations | Highly Rated For | Job Security, Work Life Balance, Skill Development | To view salary insights | Select designation | 2.4k | Reviews | 7.2k | Salaries | 149 | Interviews | 15 | Jobs | 196 | Benefits | 8 | Photos",4.1,7.2,FMCG,Ahmedabad +215 other locations
KocharTech,"KocharTech | Follow | 3.6 | (2.4k) | IT Services & Consulting | Kolkata +28 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 3.8k | Salaries | 86 | Interviews | 21 | Jobs | 560 | Benefits | 6 | Photos",3.6,3.8,IT Services & Consulting,Kolkata +28 other locations
Eureka Forbes,"Eureka Forbes | Follow | 3.6 | (2.4k) | Consumer Electronics & Appliances | Mumbai +194 other locations | Critically Rated For | Promotions, Job Security, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 5.7k | Salaries | 97 | Interviews | 7 | Jobs | 231 | Benefits | 5 | Photos",3.6,5.7,Consumer Electronics & Appliances,Mumbai +194 other locations
Myntra,Myntra | Follow | 3.8 | (2.4k) | Internet | Bengaluru +105 other locations | Highly Rated For | Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 10.9k | Salaries | 414 | Interviews | 19 | Jobs | 311 | Benefits | 44 | Photos,3.8,10.9,Internet,Bengaluru +105 other locations
Bharti AXA Life Insurance,"Bharti AXA Life Insurance | Follow | 3.6 | (2.4k) | Insurance | Mumbai +249 other locations | Critically Rated For | Job Security, Promotions, Work Satisfaction | To view salary insights | Select designation | 2.4k | Reviews | 5.3k | Salaries | 156 | Interviews | 822 | Jobs | 172 | Benefits | 10 | Photos",3.6,5.3,Insurance,Mumbai +249 other locations
Aditya Birla Group,"Aditya Birla Group | Follow | 4.1 | (2.4k) | Metals & Mining | Mumbai +277 other locations | Highly Rated For | Job Security, Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 2.4k | Reviews | 9.8k | Salaries | 244 | Interviews | 2 | Jobs | 251 | Benefits | 15 | Photos",4.1,9.8,Metals & Mining,Mumbai +277 other locations
Renault Nissan Technology & Business Centre India,"Renault Nissan Technology & Business Centre India | Follow | 3.5 | (2.4k) | Automobile | Chennai +22 other locations | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 2.4k | Reviews | 15.4k | Salaries | 164 | Interviews | 23 | Jobs | 219 | Benefits | -- | Photos",3.5,15.4,Automobile,Chennai +22 other locations
Lifestyle,"Lifestyle | Follow | 4.1 | (2.4k) | Retail | Bengaluru +133 other locations | Highly Rated For | Work Life Balance, Job Security, Company Culture | To view salary insights | Select designation | 2.4k | Reviews | 6.8k | Salaries | 92 | Interviews | 21 | Jobs | 273 | Benefits | 11 | Photos",4.1,6.8,Retail,Bengaluru +133 other locations
Radisson Hotels,"Radisson Hotels | Follow | 4.0 | (2.3k) | Hospitality | New Delhi +135 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | To view salary insights | Select designation | 2.3k | Reviews | 5.3k | Salaries | 112 | Interviews | 388 | Jobs | 318 | Benefits | 12 | Photos",4.0,5.3,Hospitality,New Delhi +135 other locations
Unacademy,"Unacademy | Follow | 3.0 | (2.3k) | EdTech | Bengaluru +75 other locations | Critically Rated For | Job Security, Promotions, Company Culture | To view salary insights | Select designation | 2.3k | Reviews | 10.4k | Salaries | 247 | Interviews | 16 | Jobs | 161 | Benefits | 42 | Photos",3.0,10.4,EdTech,Bengaluru +75 other locations
Meesho,"Meesho | Follow | 3.7 | (2.3k) | Internet | Bengaluru +142 other locations | Highly Rated For | Salary | Critically Rated For | Job Security, Promotions | To view salary insights | Select designation | 2.3k | Reviews | 10.4k | Salaries | 469 | Interviews | 29 | Jobs | 313 | Benefits | 13 | Photos",3.7,10.4,Internet,Bengaluru +142 other locations
Infinite Computer Solutions,"Infinite Computer Solutions | Follow | 3.2 | (2.3k) | IT Services & Consulting | Bengaluru +37 other locations | Critically Rated For | Promotions, Job Security, Work Satisfaction | To view salary insights | Select designation | 2.3k | Reviews | 16.4k | Salaries | 189 | Interviews | 202 | Jobs | 116 | Benefits | 18 | Photos",3.2,16.4,IT Services & Consulting,Bengaluru +37 other locations
Coromandel International Limited,"Coromandel International Limited | Follow | 4.0 | (2.3k) | Agro Chemicals | Visakhapatnam +192 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 7.9k | Salaries | 133 | Interviews | 39 | Jobs | 230 | Benefits | -- | Photos",4.0,7.9,Agro Chemicals,Visakhapatnam +192 other locations
Cisco,"Cisco | Follow | 4.1 | (2.3k) | Hardware & Networking | Bengaluru +51 other locations | AmbitionBox Award Winner'26 | Highly Rated For | Work Life Balance, Company Culture, Salary | Critically Rated For | Job Security, Promotions | To view salary insights | Select designation | 2.3k | Reviews | 19.7k | Salaries | 434 | Interviews | 493 | Jobs | 237 | Benefits | 19 | Photos",4.1,19.7,Hardware & Networking,Bengaluru +51 other locations
Manipal Hospitals,"Manipal Hospitals | Follow | 4.0 | (2.3k) | Healthcare | Bengaluru +69 other locations | Highly Rated For | Job Security, Skill Development, Company Culture | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 7.6k | Salaries | 149 | Interviews | 47 | Jobs | 161 | Benefits | 7 | Photos",4.0,7.6,Healthcare,Bengaluru +69 other locations
Bank of Baroda,"Bank of Baroda | Follow | 3.6 | (2.3k) | Banking | Mumbai +321 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.3k | Reviews | 7.1k | Salaries | 131 | Interviews | -- | Jobs | 156 | Benefits | 15 | Photos",3.6,7.1,Banking,Mumbai +321 other locations
ValueLabs,"ValueLabs | Follow | 3.4 | (2.3k) | IT Services & Consulting | Hyderabad +21 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 2.3k | Reviews | 16.6k | Salaries | 224 | Interviews | 97 | Jobs | 277 | Benefits | 12 | Photos",3.4,16.6,IT Services & Consulting,Hyderabad +21 other locations
Sify Technologies,"Sify Technologies | Follow | 3.6 | (2.3k) | IT Services & Consulting | Chennai +143 other locations | Critically Rated For | Promotions, Salary, Company Culture | To view salary insights | Select designation | 2.3k | Reviews | 10.3k | Salaries | 154 | Interviews | 37 | Jobs | 164 | Benefits | 4 | Photos",3.6,10.3,IT Services & Consulting,Chennai +143 other locations
Whirlpool,"Whirlpool | Follow | 4.0 | (2.3k) | Consumer Electronics & Appliances | Pune +183 other locations | Highly Rated For | Work Life Balance, Company Culture, Work Satisfaction | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 8.1k | Salaries | 125 | Interviews | 17 | Jobs | 203 | Benefits | 9 | Photos",4.0,8.1,Consumer Electronics & Appliances,Pune +183 other locations
Indian Railways,"Indian Railways | Follow | 4.2 | (2.3k) | Railways | Kolkata +263 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | To view salary insights | Select designation | 2.3k | Reviews | 3.6k | Salaries | 118 | Interviews | 22 | Jobs | 167 | Benefits | 19 | Photos",4.2,3.6,Railways,Kolkata +263 other locations
Spark Minda,"Spark Minda | Follow | 3.7 | (2.3k) | Auto Components | Pune +76 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.3k | Reviews | 7.6k | Salaries | 171 | Interviews | 22 | Jobs | 53 | Benefits | 19 | Photos",3.7,7.6,Auto Components,Pune +76 other locations
Saint-Gobain,"Saint-Gobain | Follow | 3.8 | (2.3k) | Building Material | Mumbai +108 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.3k | Reviews | 12.3k | Salaries | 226 | Interviews | 137 | Jobs | 267 | Benefits | 9 | Photos",3.8,12.3,Building Material,Mumbai +108 other locations
Nuvoco Vistas,"Nuvoco Vistas | Follow | 4.1 | (2.3k) | Building Material | Kolkata +209 other locations | Highly Rated For | Job Security, Skill Development, Salary | To view salary insights | Select designation | 2.3k | Reviews | 7.5k | Salaries | 143 | Interviews | 29 | Jobs | 152 | Benefits | 6 | Photos",4.1,7.5,Building Material,Kolkata +209 other locations
Allstate,Allstate | Follow | 3.7 | (2.3k) | Insurance | Pune +18 other locations | Highly Rated For | Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 12.2k | Salaries | 159 | Interviews | 15 | Jobs | 194 | Benefits | 6 | Photos,3.7,12.2,Insurance,Pune +18 other locations
Shahi Exports,"Shahi Exports | Follow | 4.0 | (2.3k) | Fashion & Textile | Bengaluru +73 other locations | Highly Rated For | Job Security, Company Culture, Work Life Balance | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 6.9k | Salaries | 131 | Interviews | 66 | Jobs | 233 | Benefits | 26 | Photos",4.0,6.9,Fashion & Textile,Bengaluru +73 other locations
Poonawalla Fincorp,"Poonawalla Fincorp | Follow | 3.5 | (2.3k) | NBFC | Pune +277 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.3k | Reviews | 6.4k | Salaries | 91 | Interviews | 2 | Jobs | 145 | Benefits | -- | Photos",3.5,6.4,NBFC,Pune +277 other locations
FirstCry,"FirstCry | Follow | 3.6 | (2.3k) | Retail | Pune +226 other locations | Critically Rated For | Promotions, Company Culture, Work Satisfaction | To view salary insights | Select designation | 2.3k | Reviews | 9.2k | Salaries | 224 | Interviews | 1 | Jobs | 87 | Benefits | 19 | Photos",3.6,9.2,Retail,Pune +226 other locations
Generali Central Life Insurance,"Generali Central Life Insurance | Follow | 3.5 | (2.3k) | Insurance | Mumbai +213 other locations | Critically Rated For | Promotions, Work Satisfaction, Job Security | To view salary insights | Select designation | 2.3k | Reviews | 6.8k | Salaries | 126 | Interviews | 149 | Jobs | 175 | Benefits | 7 | Photos",3.5,6.8,Insurance,Mumbai +213 other locations
Lava International,"Lava International | Follow | 3.9 | (2.3k) | Consumer Electronics & Appliances | Noida +226 other locations | Highly Rated For | Company Culture, Work Life Balance, Skill Development | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 4.4k | Salaries | 97 | Interviews | 4 | Jobs | 296 | Benefits | 3 | Photos",3.9,4.4,Consumer Electronics & Appliances,Noida +226 other locations
Power Mech Projects,"Power Mech Projects | Follow | 3.8 | (2.3k) | Engineering & Construction | Hyderabad +156 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Company Culture | To view salary insights | Select designation | 2.3k | Reviews | 6.9k | Salaries | 128 | Interviews | 4 | Jobs | 172 | Benefits | 6 | Photos",3.8,6.9,Engineering & Construction,Hyderabad +156 other locations
GlaxoSmithKline Pharmaceuticals,"GlaxoSmithKline Pharmaceuticals | Follow | 4.1 | (2.3k) | Pharma | Bengaluru +222 other locations | Highly Rated For | Company Culture, Work Life Balance, Salary | Critically Rated For | Promotions | To view salary insights | Select designation | 2.3k | Reviews | 6k | Salaries | 135 | Interviews | 14 | Jobs | 118 | Benefits | 1 | Photos",4.1,6.0,Pharma,Bengaluru +222 other locations
Henry Harvin Education,"Henry Harvin Education | Follow | 4.0 | (2.3k) | EdTech | Noida +35 other locations | Highly Rated For | Work Life Balance, Work Satisfaction, Job Security | To view salary insights | Select designation | 2.3k | Reviews | 1k | Salaries | 139 | Interviews | 41 | Jobs | 76 | Benefits | 2 | Photos",4.0,1.0,EdTech,Noida +35 other locations
CAMS,"CAMS | Follow | 3.5 | (2.3k) | Financial Services | Chennai +115 other locations | Highly Rated For | Job Security | Critically Rated For | Promotions, Salary, Work Satisfaction | To view salary insights | Select designation | 2.3k | Reviews | 9.3k | Salaries | 155 | Interviews | 5 | Jobs | 60 | Benefits | 6 | Photos",3.5,9.3,Financial Services,Chennai +115 other locations
Brakes India,"Brakes India | Follow | 3.8 | (2.2k) | Auto Components | Chennai +104 other locations | Highly Rated For | Job Security, Skill Development | Critically Rated For | Promotions, Salary | To view salary insights | Select designation | 2.2k | Reviews | 7.3k | Salaries | 111 | Interviews | 31 | Jobs | 219 | Benefits | 2 | Photos",3.8,7.3,Auto Components,Chennai +104 other locations
Mercedes-Benz Research and Development India,"Mercedes-Benz Research and Development India | Follow | 3.5 | (2.3k) | IT Services & Consulting | Bengaluru +53 other locations | Highly Rated For | Work Life Balance, Job Security | Critically Rated For | Promotions, Work Satisfaction, Skill Development | To view salary insights | Select designation | 2.3k | Reviews | 18.7k | Salaries | 214 | Interviews | -- | Jobs | 206 | Benefits | 7 | Photos",3.5,18.7,IT Services & Consulting,Bengaluru +53 other locations
